id,face_detected_ratio,gaze_ratio_mean,gaze_deviation_mean,gaze_stability_std,smile_score_mean,smile_score_std,frown_score_mean,frown_score_std,eye_openness_mean,eye_openness_std,jaw_open_mean,jaw_open_std,brow_raise_mean,brow_raise_std,mouth_frown_mean,mouth_frown_std,emotion_happy_mean,emotion_sad_mean,emotion_angry_mean,emotion_surprise_mean,emotion_fear_mean,emotion_disgust_mean,emotion_neutral_mean
0011,1.0,0.5173282248671479,0.02279786576307847,0.017372010780085923,0.05151899025409488,0.09191478309639516,4.547554145913592e-06,3.0411205638324976e-06,0.8877834163484026,0.14059593135973383,0.31084395236656315,0.15284920674144162,0.9493397645285873,0.02413294066485748,0.0026161646740139287,0.005529451907997026,0.032627273444664165,0.3158494630864965,0.0019583764775677383,0.3885509808630902,0.25515038342412155,0.005863522704059889,0.0
0012,1.0,0.5397209641033945,0.03972096410339446,0.00544147481144551,0.007484262511449439,0.006607111616505207,0.0007366102854575729,0.00033043847329721507,0.9619465763033885,0.03531256089810746,0.07060637451811796,0.10698550121605084,0.330089027269019,0.045622601088726566,0.0004540375852633992,0.00038124554972904457,0.007434739704902951,0.2184792923283466,0.024106634499880562,0.1600648239946976,0.17271429573221314,0.00027218580325549303,0.41692802793670375
0013,1.0,0.5483204387931416,0.04876572463518033,0.018922227074541595,0.006077237567994113,0.026201994015132405,0.013723237188726974,0.013613052967962277,0.8378576098320385,0.14402771385555022,0.016636848809866933,0.057598698090512095,0.24526004791259765,0.12058949868651062,0.007827149272755681,0.01050650258912912,0.006060837806909049,0.06713955001570866,0.0076511429299573296,0.10664149119758805,0.05165000567770524,0.02591585634720138,0.7349411160249303
0014,1.0,0.5286298551469187,0.02862985514691881,0.0038070247374540423,7.439485125360079e-05,2.5900527397069467e-05,0.03247469733469188,0.022977499971845672,0.9322110386565328,0.05603726793235651,0.008746047814687094,0.0037156385346888677,0.13503956887871027,0.0703502602279113,0.0004380779428174719,0.0005141879156933771,7.422833143744868e-05,0.009522935633140151,0.01704061170697552,0.06039297195384279,0.012472653356841572,0.00652635436394841,0.893970244653814
0015,1.0,0.5453921407233875,0.04539214072338743,0.010851531297894153,0.3128807210159721,0.21396940933677858,0.10731896488232451,0.05038502458905347,0.7826180568081327,0.12777590344584866,0.00013925574432960275,0.00015873122065552067,0.0965173501172103,0.14585728801568856,0.02774704217517865,0.0470733227080621,0.3128703373710158,0.051201404157154684,0.06909903143496177,0.041187738269070455,0.0388310785710928,0.08339529809748729,0.40341511209921715
0016,1.0,0.567877243404415,0.06805532250208497,0.019972706983565635,0.010801035246673427,0.034625127462099344,0.01996125137699188,0.03283251228465913,0.9037696196047483,0.1324431537904447,0.09657996549394052,0.09931377531665998,0.28018654993612246,0.11370652487801323,0.0027918141901675385,0.0034889460333496526,0.010644611375601461,0.048782673763412714,0.013005931595926952,0.14400339314951846,0.041551468733787095,0.0045096529614723204,0.7375022684202809
0017,1.0,0.57165344817466,0.07165344817466003,0.008897116826907117,0.006010260804301921,0.014157674278884484,0.17098749801516533,0.06393640247747517,0.880750754641162,0.029070892489543407,0.14376568896868439,0.12716957697525444,0.015424381984673717,0.007790901715854054,3.268466923179437e-05,2.9741213355023785e-05,0.005833348853227594,0.008260601828937474,0.09025183088313654,0.051051123774420754,0.005604625128627825,0.034562077242836046,0.8044363922888138
0018,1.0,0.5470594761358428,0.04705947613584277,0.012693029471803069,0.08733915873906678,0.1915658794100418,0.02035895476324691,0.01225488685146682,0.9521579732083612,0.0348352766851347,0.005529120021189253,0.009204200916515977,0.1733674600513445,0.042530059194797284,0.0012035060083993205,0.00314696077133869,0.08725965769473601,0.021130262187388227,0.02722596773028118,0.0765227153903753,0.025134262843413226,0.005289040105746264,0.7574380940480598
0019,1.0,0.5309441023275528,0.03591625120039372,0.021664582802916665,0.011761385426325432,0.02635509979248818,0.00021085072609696676,0.00014218461089813674,0.9339036215233671,0.1290617472165315,0.20592697420814896,0.1481355807881736,0.6263605724362766,0.10575826461123519,0.0005732849290325248,0.0012493866279984806,0.011026387593650913,0.21227458942239597,0.013653598211235735,0.32449500128326964,0.15470438631516836,0.0018320590784212333,0.28201397809585815
0020,1.0,0.537928536429996,0.03917851416260398,0.014482851338453959,0.04906062441738511,0.1329980510309079,0.007873381186040465,0.005851771125490459,0.9014248854780037,0.11561582644830744,0.07214721562091395,0.10313798285393048,0.2695222455742104,0.13544541471517096,0.00350419792253628,0.01033253764311054,0.04820393060517126,0.06025478983237918,0.007977961883090145,0.1328784854017223,0.04548105769480181,0.004804317051574257,0.700399457531261
