id,face_detected_ratio,gaze_ratio_mean,gaze_deviation_mean,gaze_stability_std,smile_score_mean,smile_score_std,frown_score_mean,frown_score_std,eye_openness_mean,eye_openness_std,jaw_open_mean,jaw_open_std,brow_raise_mean,brow_raise_std,mouth_frown_mean,mouth_frown_std,emotion_happy_mean,emotion_sad_mean,emotion_angry_mean,emotion_surprise_mean,emotion_fear_mean,emotion_disgust_mean,emotion_neutral_mean,face_width_mean,face_height_mean,face_area_mean,face_center_x_mean,face_center_y_mean,EAR_mean,EAR_std,head_motion_std,pitch_mean,pitch_std,yaw_mean,yaw_std,roll_mean,roll_std
31,1.0,0.5507035325695009,0.0513511254469213,0.0128255004136386,0.1173192515223704,0.1321242249619339,0.0011135451375808,0.0008522120716525,0.93909791782019,0.1145731016016238,0.0736498585063279,0.0991775236412517,0.4707963317632675,0.0809407724688924,0.0002709816223801,0.000421751808042,0.1129115933174827,0.1256831763736232,0.0047425729586137,0.2186565736493589,0.1015041418302697,0.029008440895614,0.4074935009750376,155.12770933263442,192.89200418135695,29941.06407597147,342.0845188814051,289.56383017932666,0.425505692462291,0.0747575656070238,5.96775208183531,-1.7326726154819605,2.411332682419039,-1.714233379552976,1.7426734402069022,-1.2734813776407914,1.9766790584948624
32,1.0,0.5935724733118342,0.0935724733118341,0.0,0.0029826342361047,0.0,0.0058945538476109,0.0,0.6606326252222061,0.0,0.0475971288979053,0.0,0.1249463222920894,0.0,7.77935692894971e-05,0.0,0.0029400447882474,0.0985076835615473,0.0045144954613306,0.0648196006950456,0.0638234050173196,0.0200345913120372,0.7453601791644722,159.23999786376953,193.09545278549197,30748.519489065347,334.06957626342773,205.77058911323547,0.2731351909701502,0.0,,-11.431033509016313,0.0,-1.0653470917215146,0.0,3.732565447141464,0.0
33,1.0,0.5508732061467246,0.054724368447115,0.0239461620359643,0.0066223483499557,0.0261684377271772,0.0930899299602132,0.0593977439566371,0.870722444061482,0.1406948763645407,0.153399906459027,0.1247679028412363,0.0697689637560032,0.1617606191935154,0.0002264802502455,0.000802192423394,0.0059729367754035,0.0288486056769474,0.0492014699915084,0.0755074308038111,0.0232406631638306,0.0253207168540025,0.791908176734496,168.59958162494735,207.35238566118127,34978.21769906478,344.68386762282427,231.3915180458742,0.3728285447744552,0.0871034045404942,6.484443569816906,2.3171424656935518,3.318115483675672,0.5730888101529318,2.460804540500581,1.6813547241678577,2.523698061923984
34,1.0,0.4626442837226678,0.0373557162773321,0.0139339006826498,0.0039368891815412,0.0053661209749913,0.0001216878604194,5.947334567382624e-05,0.9500396746533136,0.0933352815113645,0.038550746855505,0.0336461467408013,0.6625649900390551,0.0707303926601982,0.0021915212759084,0.0043765123117961,0.0035966428680796,0.3394013108872291,0.0036902372957846,0.2825762593897032,0.2283505075447647,0.0411302102158465,0.1012548317985919,127.78845163492056,151.19980504879584,19324.04110765057,260.40312125132635,102.59805768728256,0.4639741512975712,0.0567822826374507,3.3360377830531185,-11.166402869851286,2.141974801644582,-1.823217823411195,1.3353673855823436,-1.6538303862909722,1.396098825951642
35,1.0,0.5643653139845757,0.0643653139845756,0.0142532293849562,0.0047551571026929,0.007896386192204,0.0015092335911504,0.0020472425582252,0.8595166875747964,0.0738275761961877,0.1698653230268973,0.1121866571713464,0.3149309002328664,0.1086849468368554,0.0082407401578166,0.0088368420872696,0.0044489291740923,0.2426036236171215,0.0088150798419729,0.1780527613013566,0.1626938396783414,0.0132843727986157,0.3901013935884994,140.05499005317688,172.9845830798149,24252.15561535348,325.9187811613083,228.8284792006016,0.3787646649505427,0.0477086704476405,10.271797695483604,-11.056716177877671,5.026463430351907,0.7083128482022985,4.542629351629845,3.1652711212096785,5.938444089534367
36,1.0,0.528989715075963,0.0292405331285389,0.013159436133886,0.0161881216224303,0.0548255598299262,0.0007806555274458,0.0003677333084058,0.8523363375459754,0.076408017988818,0.1035474972311584,0.0648462240015471,0.4104147556991804,0.0606945940383176,0.0002197073810553,0.0002985931280607,0.0155444735964277,0.2064924662291711,0.0048838146998018,0.1973699292017651,0.1178220300501509,0.0055945902333727,0.4522926959893104,179.8606014251709,209.70636640276228,37733.04639337987,333.9661627724057,202.63685294560025,0.3304621654710861,0.0515218592839571,3.383360574698824,2.0050171288577303,2.6799084952820347,-6.258211177913802,0.8644540685123367,2.063731357184358,1.510133442899829
37,1.0,0.5665622465833358,0.0665622465833356,0.0212337155888008,0.204186406899737,0.2360328069188387,0.0209467895134973,0.0113356580539164,0.8728877712662021,0.1466204883452644,0.0433950217993697,0.0589839837577708,0.0965002292456726,0.0407296929433446,0.0001938184779059,0.0001494360149858,0.1990845054346278,0.052105543046787,0.0136850504774381,0.0538137052957661,0.0413687122518168,0.0166995291556615,0.6232429543379023,80.32388528188069,93.96289348602296,7547.768455741744,317.0566725730896,342.1788430213928,0.345669762172974,0.0978134303376703,1.3123204309808985,1.961280882517344,1.50107998029841,1.667858825321081,1.922772882043628,-0.9695381298329764,1.6425545731429922
38,1.0,0.5136919979670528,0.0182984367926195,0.0195763505932647,0.0517711582257394,0.0731197582336358,0.0347203308830789,0.0269438934270568,0.8619644860042619,0.1034842121491581,0.0211568253432408,0.0335736491883754,0.1402171375066565,0.079230551250384,0.0001967715684857,0.0007283186595768,0.0512538395623545,0.0365651670340228,0.0207467770072388,0.0658999038364415,0.0103204330028491,0.0489727375766059,0.7662411419804871,126.94101935938784,148.1251392866436,18819.31670981816,302.4758256945694,285.18114855414944,0.3382265681854539,0.0647072488517746,17.95798576404606,-1.889573720637936,4.4084821805882655,2.346352657233337,5.718204974003417,2.977512701093887,4.000229443771199
39,1.0,0.5482390450441561,0.048239045044156,0.0091971013955804,0.0033104899676497,0.0034247324701201,0.146334998589009,0.0439723690170229,0.9310149046281974,0.035978597060028,0.0183432513168857,0.0276175888374238,0.0266126894004022,0.0150619581347947,2.3195284806358057e-05,2.037918688280861e-05,0.0032777062365443,0.0163272134450979,0.0743226268747816,0.0200324989292615,0.006693588512165,0.0456720654881663,0.8336743005139832,153.93257013956705,179.08637976646423,27574.73851731293,395.6650320688884,246.82507002353668,0.4019517542920784,0.0236469338884262,6.674156636495851,5.1613920550742325,2.907076230572019,-1.1349735792435298,3.946660386445717,2.351543512452983,3.151202609968428
40,1.0,0.5495262165506664,0.0495262165506663,0.0107558694298709,0.277026520509805,0.1422841350962703,0.0123740946208792,0.00267484033605,0.8867522712264743,0.0090691727757819,0.002527741257966,0.0042336178215135,0.164946725325925,0.0307396825375384,4.949297109695701e-05,2.618896243134765e-05,0.2767536448748807,0.023546217967188,0.014662265718195,0.068397236903963,0.0196662415317924,0.0123815576067755,0.5845928353972052,164.53412192208427,200.04583699362615,32916.9926822443,344.553040095738,239.4117910521371,0.3487289393802148,0.0105051163776033,2.321613948380392,8.474600085205404,0.909197975872761,-6.615642782186455,1.389176868888199,-0.195125201268752,0.5336468063707847
